,0
350,56
351,56
352,56
353,56
354,26
355,56
356,56
357,54
358,54
359,54
360,54
361,54
362,54
363,54
364,54
365,29
366,29
367,29
368,29
369,29
370,29
371,29
372,29
373,29
374,29
375,29
376,29
377,29
378,29
379,29
380,29
381,29
382,29
383,29
384,29
385,29
386,29
387,29
388,29
389,29
390,47
391,47
392,47
393,47
394,47
395,47
396,47
397,47
398,47
399,47
400,47
401,60
402,60
403,60
404,60
405,60
406,60
407,60
408,60
409,34
410,34
411,34
412,34
413,34
414,34
415,34
416,34
417,34
418,27
419,27
420,27
421,27
422,27
423,27
424,34
425,34
426,34
427,34
428,34
429,34
430,34
431,34
432,34
433,27
434,27
435,27
436,27
437,27
438,27
439,27
440,27
441,27
442,27
443,27
444,27
445,27
446,27
447,27
448,27
449,27
450,27
451,27
452,27
453,27
454,27
455,27
456,27
457,27
458,27
459,27
460,27
461,27
462,27
463,27
464,27
465,27
466,27
467,27
468,27
469,27
470,27
471,27
472,27
473,27
474,27
475,27
476,27
477,27
478,27
479,27
480,27
481,29
482,29
483,54
484,54
485,29
486,54
487,54
488,54
489,54
490,54
491,54
492,57
493,57
494,57
495,57
496,57
497,63
498,63
499,63
500,63
501,63
502,63
503,63
504,63
505,73
506,73
507,73
508,73
509,73
510,73
511,58
512,58
513,58
514,58
515,58
516,58
517,58
518,58
519,58
520,58
521,58
522,58
523,26
524,26
525,26
526,58
527,26
528,26
529,26
530,26
531,26
532,26
533,26
534,26
535,26
536,26
537,26
538,26
539,26
540,26
541,26
542,26
543,26
544,26
545,26
546,26
547,26
548,26
549,26
550,26
551,26
552,26
553,55
554,55
555,55
556,55
557,55
558,55
559,55
560,55
561,55
562,55
563,55
564,55
565,72
566,55
567,55
568,72
569,55
570,55
571,72
572,72
573,55
574,55
575,55
576,55
577,72
578,72
579,72
580,72
581,72
582,72
583,72
584,72
585,72
586,58
587,58
588,58
589,58
590,58
591,58
592,58
593,58
594,58
595,58
596,58
597,58
598,72
599,72
600,72
601,72
602,72
603,72
604,72
605,72
606,72
607,72
608,72
609,72
610,27
611,27
612,27
613,27
614,34
615,34
616,34
617,34
618,34
619,34
620,34
621,34
622,34
623,34
624,34
625,34
626,34
627,34
628,27
629,27
630,27
631,27
632,27
633,27
634,27
635,27
636,27
637,27
638,27
639,27
640,27
641,27
642,27
643,27
644,27
645,27
646,27
647,27
648,63
649,63
650,63
651,63
652,27
653,63
654,27
655,27
656,27
657,27
658,27
659,56
660,56
661,56
662,56
663,56
664,56
665,57
666,57
667,57
668,72
669,57
670,57
671,72
672,72
673,72
674,72
675,29
676,29
677,29
678,29
679,29
680,29
681,29
682,29
683,29
684,27
685,27
686,27
687,27
688,27
689,27
690,27
691,27
692,27
693,27
694,65
695,65
696,65
697,65
698,65
699,30
700,65
701,65
702,65
703,65
704,65
705,26
706,30
707,30
708,59
709,59
710,59
711,59
712,59
713,59
714,59
715,63
716,63
717,63
718,63
719,63
720,63
721,63
722,63
723,63
724,63
725,63
726,54
727,54
728,54
729,54
730,54
731,54
732,54
733,54
734,54
735,54
736,54
737,54
738,54
739,54
740,54
741,54
742,54
743,54
744,54
745,54
746,54
747,54
748,54
749,54
750,63
751,54
752,63
753,63
754,63
755,63
756,63
757,63
758,63
759,63
760,63
761,54
762,54
763,54
764,54
765,54
766,54
767,54
768,72
769,72
770,72
771,72
772,72
773,53
774,72
775,72
776,53
777,53
778,53
779,53
780,53
781,53
782,53
783,53
784,53
785,53
786,60
787,60
788,60
789,60
790,60
791,60
792,60
793,60
794,60
795,56
796,56
797,56
798,56
799,56
800,56
801,56
802,60
803,56
804,56
805,56
806,60
807,60
808,60
809,60
810,60
811,60
812,60
813,60
814,63
815,63
816,63
817,63
818,63
819,63
820,63
821,63
822,63
823,63
824,26
825,26
826,26
827,26
828,26
829,26
830,26
831,26
832,26
833,26
834,26
835,26
836,26
837,26
838,26
839,26
840,26
841,26
842,26
843,26
844,26
845,26
846,26
847,26
848,26
849,26
850,26
851,26
852,26
853,26
854,26
855,26
856,26
857,26
858,26
859,26
860,26
861,26
862,26
863,26
864,26
865,26
866,26
867,26
868,26
869,26
870,26
871,26
872,26
873,26
874,26
875,26
876,26
877,26
878,26
879,26
880,26
881,26
882,26
883,33
884,26
885,26
886,26
887,26
888,26
889,26
890,26
891,26
892,26
893,26
894,26
895,26
896,26
897,26
898,29
899,29
900,26
901,26
902,26
903,26
904,26
905,26
906,26
907,26
908,26
909,26
910,26
911,26
912,26
913,26
914,26
915,26
916,26
917,26
918,26
919,26
920,26
921,26
922,26
923,26
924,26
925,26
926,26
927,26
928,26
929,26
930,26
931,26
932,26
933,26
934,26
935,26
936,26
937,26
938,26
939,26
940,26
941,26
942,26
943,26
944,26
945,26
946,26
947,26
948,26
949,26
950,26
951,26
952,26
953,26
954,26
955,26
956,26
957,26
958,26
959,26
960,26
961,26
962,47
963,26
964,26
965,26
966,26
967,47
968,47
969,26
970,47
971,47
972,26
973,26
974,26
975,26
976,26
977,58
978,26
979,26
980,58
981,58
982,58
983,26
984,26
985,26
986,26
987,58
988,26
989,26
990,26
991,26
992,26
993,26
994,26
995,26
996,26
997,26
998,26
999,26
1000,52
1001,52
1002,48
1003,48
1004,48
1005,48
1006,48
1007,48
1008,48
1009,48
1010,48
1011,48
1012,53
1013,53
1014,53
1015,53
1016,53
1017,48
1018,53
1019,53
1020,53
1021,48
1022,68
1023,53
1024,68
1025,68
1026,68
1027,53
1028,53
1029,68
1030,68
1031,68
1032,68
1033,33
1034,68
1035,68
1036,68
1037,33
1038,68
1039,33
1040,33
1041,33
1042,33
1043,33
1044,33
1045,33
1046,50
1047,33
1048,50
1049,33
1050,33
1051,54
1052,50
1053,33
1054,50
1055,50
1056,33
1057,54
1058,33
1059,54
1060,54
1061,54
1062,41
1063,48
1064,48
1065,54
1066,41
1067,36
1068,36
1069,36
1070,55
1071,55
1072,48
1073,36
1074,48
1075,48
1076,48
1077,36
1078,48
1079,48
1080,48
1081,48
1082,55
1083,55
1084,48
1085,55
1086,48
1087,55
1088,55
1089,55
1090,55
1091,55
1092,55
1093,55
1094,48
1095,55
1096,48
1097,48
1098,55
1099,55
1100,55
1101,49
1102,56
1103,38
1104,49
1105,38
1106,55
1107,55
1108,56
1109,50
1110,50
1111,49
1112,50
1113,49
1114,49
1115,50
1116,49
1117,50
1118,49
1119,50
1120,49
1121,49
1122,49
1123,49
1124,50
1125,49
1126,50
1127,49
1128,50
1129,49
1130,50
1131,50
1132,50
1133,49
1134,49
1135,49
1136,48
1137,49
1138,48
1139,48
1140,48
1141,48
1142,48
1143,48
1144,48
1145,48
1146,48
1147,48
1148,48
1149,48
1150,48
1151,48
1152,48
1153,48
1154,48
1155,48
1156,48
1157,48
1158,48
1159,48
1160,48
1161,48
1162,48
1163,48
1164,48
1165,48
1166,48
1167,48
1168,48
1169,48
1170,48
1171,48
1172,48
1173,48
1174,48
1175,48
1176,48
1177,48
1178,48
1179,48
1180,48
1181,48
1182,48
1183,48
1184,48
1185,48
1186,48
1187,48
1188,48
1189,48
1190,48
1191,48
1192,48
1193,48
1194,48
1195,48
1196,48
1197,48
1198,48
1199,48
1200,48
1201,48
1202,48
1203,48
1204,48
1205,48
1206,48
1207,48
1208,48
1209,48
1210,48
1211,48
1212,48
1213,48
1214,48
1215,48
1216,48
1217,48
1218,48
1219,48
1220,48
1221,48
1222,48
1223,48
1224,48
1225,48
1226,48
1227,48
1228,48
1229,48
1230,48
1231,48
1232,48
1233,48
1234,48
1235,48
1236,48
1237,48
1238,48
1239,48
1240,48
1241,48
1242,48
1243,48
1244,48
1245,48
1246,48
1247,48
1248,48
1249,48
1250,48
1251,48
1252,48
1253,48
1254,48
1255,48
1256,48
1257,48
1258,48
1259,48
1260,48
1261,48
1262,48
1263,48
1264,48
1265,48
1266,48
1267,48
1268,48
1269,48
1270,48
1271,55
1272,48
1273,55
1274,55
1275,55
1276,55
1277,55
1278,55
1279,55
1280,55
1281,55
1282,55
1283,55
1284,55
1285,55
1286,55
1287,55
1288,55
1289,55
1290,55
1291,55
1292,55
1293,55
1294,55
1295,48
1296,55
1297,48
1298,48
1299,48
1300,48
1301,48
1302,48
1303,48
1304,48
1305,48
1306,48
1307,48
1308,48
1309,48
1310,48
1311,48
1312,48
1313,48
1314,48
1315,48
1316,48
1317,48
1318,48
1319,33
1320,33
1321,33
1322,48
1323,33
1324,33
1325,48
1326,48
1327,48
1328,48
1329,48
1330,48
1331,48
1332,48
1333,48
1334,48
1335,48
1336,48
1337,48
1338,48
1339,48
1340,48
1341,48
1342,48
1343,48
1344,48
1345,48
1346,48
1347,48
1348,48
1349,48
1350,48
1351,48
1352,48
1353,48
1354,48
1355,48
1356,48
1357,48
1358,48
1359,48
1360,55
1361,48
1362,48
1363,48
1364,48
1365,48
1366,55
1367,55
1368,55
1369,55
1370,55
1371,55
1372,48
1373,48
1374,48
1375,48
1376,48
1377,48
1378,48
1379,48
1380,48
1381,48
1382,48
1383,55
1384,48
1385,48
1386,48
1387,48
1388,48
1389,48
1390,48
1391,48
1392,55
1393,55
1394,48
1395,55
1396,55
1397,55
1398,48
1399,55
1400,48
1401,55
1402,48
1403,48
1404,55
1405,55
1406,55
1407,48
1408,55
1409,48
1410,48
1411,48
1412,48
1413,48
1414,48
1415,48
1416,48
1417,48
1418,68
1419,48
1420,68
1421,48
1422,48
1423,68
1424,68
1425,48
1426,68
1427,68
1428,68
1429,48
1430,48
1431,48
1432,48
1433,48
1434,48
1435,48
1436,48
1437,55
1438,48
1439,55
1440,55
1441,55
1442,55
1443,55
1444,48
1445,55
1446,55
1447,55
1448,55
1449,48
1450,48
1451,48
1452,48
1453,48
1454,48
1455,48
1456,48
1457,48
1458,48
1459,48
1460,48
1461,48
1462,48
1463,48
1464,48
1465,48
1466,48
1467,48
1468,48
1469,48
1470,48
1471,48
1472,48
1473,48
1474,48
1475,48
1476,48
1477,48
1478,48
1479,48
1480,48
1481,48
1482,48
1483,48
1484,48
1485,48
1486,48
1487,48
1488,48
1489,48
1490,48
1491,48
1492,48
1493,48
1494,48
1495,48
1496,48
1497,48
1498,48
1499,48
1500,48
1501,48
1502,48
1503,48
1504,55
1505,55
1506,55
1507,55
1508,55
1509,55
1510,55
1511,55
1512,55
1513,48
1514,48
1515,48
1516,48
1517,48
1518,48
1519,48
1520,48
1521,48
1522,48
1523,48
1524,48
1525,48
1526,48
1527,48
1528,48
1529,48
1530,48
1531,48
1532,48
1533,48
1534,48
1535,48
1536,48
1537,48
1538,48
1539,48
1540,48
1541,48
1542,48
1543,48
1544,48
1545,48
1546,48
1547,48
1548,48
1549,48
1550,48
1551,48
1552,48
1553,48
1554,48
1555,48
1556,48
1557,48
1558,48
1559,48
1560,55
1561,48
1562,55
1563,55
1564,55
1565,48
1566,48
1567,55
1568,55
1569,55
1570,55
1571,55
1572,48
1573,55
1574,55
1575,55
1576,48
1577,48
1578,48
1579,48
1580,48
1581,48
1582,48
1583,48
1584,48
1585,48
1586,48
1587,48
1588,48
1589,48
1590,48
1591,48
1592,48
1593,55
1594,48
1595,48
1596,48
1597,48
1598,48
1599,48
1600,48
1601,58
1602,55
1603,55
1604,58
1605,48
1606,55
1607,55
1608,48
1609,58
1610,58
1611,58
1612,58
1613,58
1614,55
1615,55
1616,58
1617,55
1618,73
1619,73
1620,73
1621,73
1622,73
1623,73
1624,73
1625,73
1626,73
1627,73
1628,73
1629,73
1630,73
1631,55
1632,55
1633,73
1634,73
1635,73
1636,73
1637,73
1638,73
1639,73
1640,73
1641,73
1642,73
1643,73
1644,73
1645,73
1646,73
1647,73
1648,73
1649,73
1650,73
1651,73
1652,73
1653,73
1654,73
1655,73
1656,73
1657,73
1658,73
1659,73
1660,73
1661,73
1662,73
1663,73
1664,73
1665,73
1666,73
1667,73
1668,73
1669,73
1670,73
1671,73
1672,73
1673,73
1674,73
1675,73
1676,73
1677,73
1678,73
1679,73
1680,73
1681,73
1682,73
1683,73
1684,73
1685,73
1686,73
1687,73
1688,73
1689,73
1690,73
1691,73
1692,73
1693,73
1694,73
1695,73
1696,73
1697,73
1698,73
1699,73
1700,73
1701,73
1702,73
1703,73
1704,73
1705,73
1706,73
1707,73
1708,73
1709,73
1710,73
1711,73
1712,73
1713,73
1714,73
1715,73
1716,73
1717,73
1718,73
1719,73
1720,73
1721,73
1722,73
1723,67
1724,73
1725,73
1726,73
1727,73
1728,67
1729,73
1730,67
1731,73
1732,67
1733,52
1734,52
1735,52
1736,52
1737,54
1738,52
1739,54
1740,52
1741,52
1742,52
1743,52
1744,52
1745,52
1746,52
1747,52
1748,52
1749,52
1750,52
1751,52
1752,52
1753,52
1754,52
1755,52
1756,52
1757,63
1758,63
1759,63
1760,63
1761,63
1762,52
1763,63
1764,68
1765,68
1766,63
1767,63
1768,52
1769,52
1770,68
1771,68
1772,68
1773,68
1774,68
1775,73
1776,68
1777,73
1778,68
1779,68
1780,73
1781,68
1782,68
1783,73
1784,73
1785,73
1786,29
1787,29
1788,63
1789,63
1790,63
1791,63
1792,63
1793,63
1794,63
1795,63
1796,63
1797,63
1798,63
1799,63
1800,63
1801,63
1802,63
1803,63
1804,63
1805,63
1806,63
1807,63
1808,63
1809,63
1810,63
1811,63
1812,63
1813,63
1814,63
1815,63
1816,63
1817,65
1818,63
1819,63
1820,65
1821,65
1822,65
1823,65
1824,65
1825,65
1826,65
1827,65
1828,65
1829,65
1830,65
1831,65
1832,30
1833,65
1834,27
1835,27
1836,27
1837,27
1838,27
1839,27
1840,27
1841,27
1842,27
1843,27
1844,27
1845,27
1846,27
1847,27
1848,27
1849,27
1850,27
1851,27
1852,27
1853,27
1854,27
1855,27
1856,27
1857,27
1858,27
1859,27
1860,27
1861,27
1862,27
1863,27
1864,27
1865,27
1866,27
1867,27
1868,27
1869,27
1870,27
1871,27
1872,27
1873,27
1874,27
1875,27
1876,27
1877,27
1878,27
1879,27
1880,27
1881,27
1882,27
1883,27
1884,27
1885,27
1886,53
1887,53
1888,53
1889,53
1890,58
1891,58
1892,58
1893,58
1894,73
1895,73
1896,73
1897,73
1898,73
1899,26
1900,73
1901,73
1902,73
1903,68
1904,68
1905,57
1906,57
1907,68
1908,57
1909,29
1910,57
1911,29
1912,29
1913,29
1914,29
1915,29
1916,27
1917,27
1918,27
1919,27
1920,27
1921,27
1922,27
1923,27
1924,27
1925,27
1926,27
1927,27
1928,27
1929,27
1930,27
1931,27
1932,27
1933,27
1934,27
1935,27
1936,27
1937,27
1938,27
1939,27
1940,27
1941,27
1942,27
1943,27
1944,27
1945,27
1946,27
1947,27
1948,27
1949,27
1950,27
1951,27
1952,27
1953,27
1954,27
1955,27
1956,27
1957,27
1958,27
1959,27
1960,27
1961,27
1962,27
1963,27
1964,27
1965,27
1966,27
1967,27
1968,27
1969,27
1970,27
1971,27
1972,27
1973,27
1974,27
1975,27
1976,27
1977,27
1978,27
1979,27
1980,27
1981,27
1982,27
1983,27
1984,27
1985,27
1986,27
1987,27
1988,27
1989,29
1990,27
1991,29
1992,29
1993,29
1994,29
1995,29
1996,27
1997,27
1998,27
1999,63
2000,47
2001,26
2002,47
2003,47
2004,47
2005,47
2006,47
2007,26
2008,26
2009,26
2010,47
2011,47
2012,26
2013,47
2014,26
2015,26
2016,26
2017,26
2018,65
2019,65
2020,65
2021,65
2022,65
2023,65
2024,65
2025,65
2026,65
2027,65
2028,65
2029,65
2030,65
2031,65
2032,65
2033,65
2034,65
2035,49
2036,52
2037,52
2038,49
2039,52
2040,49
2041,52
2042,52
2043,52
2044,52
2045,52
2046,52
2047,52
2048,52
2049,52
2050,52
2051,52
2052,65
2053,65
2054,65
2055,65
2056,65
2057,65
2058,58
2059,58
2060,58
2061,58
2062,65
2063,65
2064,58
2065,26
2066,58
2067,58
2068,26
2069,30
2070,26
2071,26
2072,31
2073,30
2074,33
2075,57
2076,33
2077,33
2078,33
2079,33
2080,33
2081,33
2082,33
2083,33
2084,33
2085,57
2086,62
2087,62
2088,63
2089,63
2090,63
2091,63
2092,63
2093,63
2094,63
2095,63
2096,63
2097,63
2098,63
2099,63
2100,63
2101,63
2102,63
2103,63
2104,63
2105,63
2106,63
2107,63
2108,63
2109,63
2110,63
2111,63
2112,63
2113,63
2114,63
2115,63
2116,63
2117,63
2118,63
2119,63
2120,63
2121,63
2122,63
2123,63
2124,63
2125,29
2126,29
2127,29
2128,29
2129,29
2130,63
2131,29
2132,29
2133,63
2134,63
2135,63
2136,63
2137,63
2138,63
2139,29
2140,29
2141,29
2142,59
2143,29
2144,29
2145,59
2146,59
2147,59
2148,59
2149,63
2150,63
2151,63
2152,63
2153,63
2154,63
2155,63
2156,63
2157,63
2158,63
2159,63
2160,63
2161,63
2162,63
2163,63
2164,63
2165,63
2166,63
2167,63
2168,63
2169,63
2170,63
2171,63
2172,63
2173,63
2174,63
2175,63
2176,71
2177,71
2178,71
2179,71
2180,71
2181,71
2182,71
2183,71
2184,71
2185,71
2186,63
2187,63
2188,63
2189,63
2190,63
2191,63
2192,63
2193,63
2194,63
2195,63
2196,63
2197,63
2198,63
2199,63
2200,63
2201,63
2202,63
2203,63
2204,63
2205,63
2206,63
2207,63
2208,63
2209,63
2210,63
2211,63
2212,63
2213,63
2214,63
2215,63
2216,63
2217,63
2218,63
2219,63
2220,63
2221,63
2222,63
2223,63
2224,63
2225,63
2226,63
2227,63
2228,63
2229,63
2230,63
2231,63
2232,63
2233,63
2234,63
2235,63
2236,63
2237,71
2238,71
2239,71
2240,71
2241,71
2242,71
2243,71
2244,71
2245,71
2246,71
2247,63
2248,63
2249,63
2250,63
2251,63
2252,63
2253,63
2254,63
2255,63
2256,63
2257,63
2258,63
2259,63
2260,63
2261,63
2262,63
2263,63
2264,63
2265,63
2266,63
2267,29
2268,29
2269,29
2270,29
2271,29
2272,29
2273,29
2274,63
2275,29
2276,63
2277,63
2278,63
2279,63
2280,63
2281,63
2282,63
2283,63
2284,63
2285,63
2286,63
2287,63
2288,63
2289,63
2290,29
2291,29
2292,29
2293,29
2294,29
2295,29
2296,29
2297,29
2298,29
2299,29
2300,29
2301,29
2302,29
2303,29
2304,29
2305,29
2306,71
2307,71
2308,71
2309,71
2310,71
2311,71
2312,71
2313,71
2314,71
2315,63
2316,63
2317,63
2318,63
2319,63
2320,63
2321,63
2322,63
2323,63
2324,63
2325,63
2326,63
2327,63
2328,63
2329,63
2330,63
2331,63
2332,63
2333,63
2334,63
2335,63
2336,63
2337,63
2338,63
2339,63
2340,63
2341,63
2342,63
2343,63
2344,63
2345,63
2346,63
2347,63
2348,63
2349,63
2350,63
2351,63
2352,63
2353,63
2354,63
2355,63
2356,63
2357,63
2358,63
2359,63
2360,63
2361,63
2362,63
2363,63
2364,63
2365,63
2366,34
2367,34
2368,34
2369,34
2370,34
2371,34
2372,34
2373,34
2374,34
2375,34
2376,34
2377,34
2378,34
2379,34
2380,34
2381,34
2382,34
2383,34
2384,34
2385,34
2386,34
2387,34
2388,34
2389,34
2390,34
2391,34
2392,34
2393,34
2394,34
2395,34
2396,34
2397,34
2398,34
2399,34
2400,34
2401,63
2402,63
2403,63
2404,63
2405,63
2406,63
2407,63
2408,63
2409,63
2410,63
2411,63
2412,63
2413,63
2414,63
2415,63
2416,63
2417,63
2418,63
2419,63
2420,63
2421,63
2422,63
2423,63
2424,63
2425,63
2426,63
2427,63
2428,63
2429,63
2430,63
2431,63
2432,63
2433,63
2434,63
2435,63
2436,63
2437,63
2438,63
2439,63
2440,63
2441,63
2442,63
2443,71
2444,71
2445,71
2446,71
2447,71
2448,71
2449,71
2450,71
2451,71
2452,71
2453,71
2454,71
2455,71
2456,71
2457,71
2458,71
2459,71
2460,71
2461,71
2462,71
2463,71
2464,63
2465,63
2466,63
2467,63
2468,63
2469,55
2470,63
2471,63
2472,55
2473,55
2474,29
2475,29
2476,29
2477,29
2478,29
2479,29
2480,29
2481,29
2482,29
2483,29
2484,29
2485,29
2486,29
2487,29
2488,29
2489,29
2490,29
2491,29
2492,29
2493,29
2494,29
2495,29
2496,29
2497,29
2498,29
2499,29
2500,29
2501,29
2502,29
2503,29
2504,71
2505,29
2506,71
2507,71
2508,71
2509,71
2510,71
2511,71
2512,71
2513,71
2514,71
2515,71
2516,71
2517,27
2518,27
2519,63
2520,63
2521,63
2522,63
2523,63
2524,63
2525,63
2526,63
2527,63
2528,63
2529,71
2530,71
2531,71
2532,71
2533,71
2534,71
2535,71
2536,71
2537,63
2538,71
2539,63
2540,63
2541,63
2542,63
2543,63
2544,63
2545,63
2546,63
2547,63
2548,63
2549,63
2550,63
2551,63
2552,63
2553,63
2554,63
2555,63
2556,35
2557,35
2558,35
2559,33
2560,33
2561,33
2562,33
2563,33
2564,33
2565,33
2566,33
2567,33
2568,33
2569,33
2570,33
2571,33
2572,33
2573,33
2574,33
2575,33
2576,33
2577,33
2578,33
2579,33
2580,33
2581,33
2582,33
2583,33
2584,33
2585,33
2586,33
2587,33
2588,33
2589,33
2590,33
2591,33
2592,33
2593,33
2594,33
2595,33
2596,33
2597,33
2598,33
2599,33
2600,33
2601,33
2602,33
2603,33
2604,33
2605,33
2606,33
2607,33
2608,33
2609,33
2610,33
2611,33
2612,33
2613,33
2614,33
2615,33
2616,33
2617,33
2618,33
2619,33
2620,33
2621,33
2622,33
2623,33
2624,33
2625,33
2626,33
2627,33
2628,33
2629,33
2630,33
2631,33
2632,33
2633,33
2634,33
2635,33
2636,33
2637,33
2638,33
2639,33
2640,33
2641,33
2642,33
2643,33
2644,33
2645,33
2646,33
2647,33
2648,33
2649,33
2650,33
2651,33
2652,33
2653,33
2654,33
2655,33
2656,33
2657,33
2658,33
2659,33
2660,33
2661,33
2662,33
2663,33
2664,33
2665,33
2666,33
2667,33
2668,33
2669,33
2670,33
2671,33
2672,33
2673,33
2674,33
2675,33
2676,33
2677,33
2678,33
2679,48
2680,48
2681,48
2682,48
2683,48
2684,48
2685,48
2686,48
2687,48
2688,48
2689,48
2690,48
2691,48
2692,48
2693,48
2694,48
2695,48
2696,48
2697,48
2698,48
2699,48
2700,48
2701,48
2702,48
2703,53
2704,55
2705,55
2706,55
2707,55
2708,55
2709,55
2710,53
2711,53
2712,53
2713,55
2714,55
2715,55
2716,55
2717,59
2718,55
2719,55
2720,59
2721,55
2722,59
2723,59
2724,55
2725,55
2726,59
2727,57
2728,56
2729,55
2730,56
2731,55
2732,32
2733,55
2734,32
2735,55
2736,57
2737,57
2738,55
2739,53
2740,57
2741,53
2742,55
2743,55
2744,55
2745,48
2746,48
2747,55
2748,55
2749,48
2750,48
2751,48
2752,48
2753,48
2754,48
2755,48
2756,48
2757,48
2758,48
2759,48
2760,48
2761,48
2762,48
2763,48
2764,48
2765,48
2766,48
2767,46
2768,48
2769,48
2770,68
2771,46
2772,68
2773,48
2774,46
2775,48
2776,46
2777,46
2778,48
2779,55
2780,55
2781,68
2782,50
2783,55
2784,68
2785,55
2786,50
2787,50
2788,55
2789,68
2790,52
2791,70
2792,70
2793,52
2794,68
2795,52
2796,70
2797,52
2798,68
2799,50
2800,50
2801,52
2802,52
2803,50
2804,70
2805,52
2806,52
2807,52
2808,52
2809,52
2810,52
2811,52
2812,52
2813,52
2814,52
2815,52
2816,52
2817,52
2818,52
2819,52
2820,55
2821,52
2822,52
2823,52
2824,52
2825,52
2826,52
2827,52
2828,54
2829,52
2830,55
2831,55
2832,55
2833,55
2834,55
2835,55
2836,55
2837,55
2838,55
2839,55
2840,55
2841,55
2842,55
2843,55
2844,55
2845,55
2846,55
2847,55
2848,55
2849,55
2850,55
2851,55
2852,55
2853,55
2854,55
2855,55
2856,55
2857,55
2858,55
2859,55
2860,55
2861,50
2862,50
2863,52
2864,55
2865,50
2866,52
2867,52
2868,50
2869,55
2870,50
2871,50
2872,50
2873,50
2874,50
2875,68
2876,50
2877,68
2878,50
2879,50
2880,68
2881,68
2882,50
2883,52
2884,52
2885,52
2886,52
2887,52
2888,52
2889,52
2890,52
2891,52
2892,48
2893,48
2894,48
2895,48
2896,48
2897,48
2898,48
2899,48
2900,48
2901,48
2902,48
2903,48
2904,48
2905,48
2906,48
2907,48
2908,48
2909,48
2910,48
2911,48
2912,48
2913,48
2914,68
2915,68
2916,68
2917,68
2918,68
2919,68
2920,68
2921,68
2922,68
2923,68
2924,68
2925,68
2926,68
2927,68
2928,68
2929,68
2930,68
2931,68
2932,68
2933,68
2934,68
2935,68
2936,48
2937,48
2938,48
2939,48
2940,48
2941,48
2942,48
2943,48
2944,48
2945,48
2946,48
2947,48
2948,48
2949,48
2950,48
2951,48
2952,33
2953,33
2954,48
2955,48
2956,48
2957,33
2958,48
2959,48
2960,48
2961,33
2962,48
2963,33
2964,48
2965,48
2966,48
2967,54
2968,54
2969,54
2970,54
2971,54
2972,33
2973,54
2974,54
2975,33
2976,33
2977,48
2978,33
2979,54
2980,54
2981,54
2982,54
2983,54
2984,54
2985,54
2986,54
2987,54
2988,54
2989,54
2990,52
2991,52
2992,52
2993,54
2994,52
2995,54
2996,52
2997,54
