,0
975,2
976,4
977,1
978,0
979,2
980,9
981,0
982,4
983,14
984,2
985,4
986,5
987,11
988,1
989,3
990,1
991,4
992,5
993,0
994,1
995,15
996,12
997,4
998,1
999,0
1000,1
1001,9
1002,4
1003,6
1004,2
1005,3
1006,6
1007,3
1008,1
1009,6
1010,10
1011,1
1012,4
1013,5
1014,0
1015,1
1016,16
1017,0
1018,5
1019,4
1020,0
1021,8
1022,10
1023,1
1024,1
1025,0
1026,12
1027,4
1028,7
1029,8
1030,0
1031,6
1032,4
1033,0
1034,2
1035,0
1036,3
1037,6
1038,9
1039,15
1040,2
1041,2
1042,0
1043,14
1044,0
1045,2
1046,3
1047,5
1048,5
1049,7
1050,2
1051,11
1052,3
1053,12
1054,6
1055,0
1056,4
1057,5
1058,3
1059,4
1060,4
1061,13
1062,9
1063,7
1064,9
1065,1
1066,3
1067,3
1068,17
1069,3
1070,8
1071,0
1072,5
1073,12
1074,6
1075,4
1076,12
1077,9
1078,13
1079,8
1080,13
1081,1
1082,14
1083,0
1084,3
1085,20
1086,2
1087,9
1088,5
1089,1
1090,3
1091,3
1092,4
1093,3
1094,18
1095,16
1096,3
1097,6
1098,1
1099,10
1100,8
1101,5
1102,5
1103,12
1104,11
1105,17
1106,2
1107,13
1108,1
1109,11
1110,0
1111,4
1112,6
1113,1
1114,8
1115,10
1116,3
1117,4
1118,13
1119,15
1120,7
1121,0
1122,11
1123,18
1124,5
1125,16
1126,14
1127,25
1128,13
1129,0
1130,9
1131,9
1132,7
1133,0
1134,22
1135,17
1136,2
1137,12
1138,17
1139,3
1140,8
1141,9
1142,4
1143,0
1144,2
1145,1
1146,5
1147,0
1148,10
1149,3
1150,1
1151,10
1152,12
1153,2
1154,2
1155,2
1156,1
1157,10
1158,6
1159,1
1160,13
1161,6
1162,3
1163,2
1164,10
1165,0
1166,11
1167,8
1168,1
1169,2
1170,3
1171,18
1172,0
1173,6
1174,3
1175,4
1176,6
1177,0
1178,6
1179,1
1180,13
1181,6
1182,2
1183,2
1184,3
1185,0
1186,0
1187,11
1188,0
1189,5
1190,13
1191,1
1192,13
1193,4
1194,1
1195,0
1196,12
1197,11
1198,0
1199,0
1200,2
1201,4
1202,18
1203,22
1204,7
1205,6
1206,2
1207,13
1208,1
1209,1
1210,8
1211,4
1212,10
1213,10
1214,1
1215,13
1216,12
1217,18
1218,4
1219,13
1220,1
1221,0
1222,4
1223,13
1224,8
1225,6
1226,13
1227,17
1228,11
1229,0
1230,5
1231,0
1232,19
1233,5
1234,0
1235,11
1236,7
1237,7
1238,6
1239,2
1240,6
1241,3
1242,7
1243,5
1244,11
1245,0
1246,0
1247,14
1248,12
1249,12
1250,16
1251,0
1252,1
1253,4
1254,1
1255,10
1256,15
1257,4
1258,15
1259,15
1260,16
1261,1
1262,1
1263,16
1264,7
1265,12
1266,4
1267,6
1268,2
1269,17
1270,12
1271,0
1272,2
1273,14
1274,5
1275,4
1276,17
1277,3
1278,13
1279,1
1280,14
1281,14
1282,8
1283,4
1284,3
1285,0
1286,15
1287,15
1288,6
1289,12
1290,10
1291,16
1292,7
1293,9
1294,18
1295,11
1296,3
1297,0
1298,6
1299,0
1300,0
1301,2
1302,0
1303,1
1304,12
1305,1
1306,14
1307,1
1308,24
1309,10
1310,16
1311,5
1312,1
1313,15
1314,10
1315,14
1316,5
1317,0
1318,1
1319,2
1320,1
1321,0
1322,7
1323,15
1324,25
1325,0
1326,6
1327,1
1328,14
1329,0
1330,4
1331,12
1332,4
1333,1
1334,3
1335,14
1336,4
1337,16
1338,10
1339,0
1340,14
1341,9
1342,0
1343,1
1344,0
1345,3
1346,8
1347,11
1348,5
1349,2
1350,1
1351,19
1352,0
1353,2
1354,24
1355,4
1356,2
1357,8
1358,5
1359,0
1360,1
1361,12
1362,1
1363,14
1364,1
1365,2
1366,15
1367,1
1368,9
1369,12
1370,12
1371,14
1372,10
1373,10
1374,3
1375,13
1376,6
1377,1
1378,1
1379,4
1380,12
1381,16
1382,1
1383,13
1384,14
1385,5
1386,4
1387,8
1388,4
1389,12
1390,23
1391,5
1392,1
1393,16
1394,2
1395,0
1396,2
1397,3
1398,5
1399,18
1400,4
1401,2
1402,15
1403,0
1404,1
1405,2
1406,8
1407,22
1408,10
1409,2
1410,12
1411,4
1412,3
1413,0
1414,1
1415,3
1416,18
1417,8
1418,4
1419,0
1420,3
1421,6
1422,11
1423,2
1424,2
1425,10
1426,8
1427,1
1428,4
1429,0
1430,0
1431,1
1432,7
1433,2
1434,0
1435,17
1436,2
1437,0
1438,13
1439,0
1440,0
1441,2
1442,1
1443,5
1444,3
1445,6
1446,2
1447,1
1448,2
1449,2
1450,1
1451,4
1452,6
1453,10
1454,0
1455,0
1456,0
1457,20
1458,1
1459,1
1460,2
1461,3
1462,19
1463,6
1464,2
1465,10
1466,0
1467,0
1468,0
1469,10
1470,1
1471,9
1472,10
1473,0
1474,0
1475,0
1476,16
1477,12
1478,0
1479,4
1480,18
1481,18
1482,10
1483,3
1484,1
1485,7
1486,0
1487,7
1488,18
1489,3
1490,0
1491,3
1492,0
1493,10
1494,6
1495,6
1496,14
1497,5
1498,1
1499,11
1500,1
1501,4
1502,1
1503,1
1504,3
1505,2
1506,14
1507,11
1508,9
1509,16
1510,10
1511,13
1512,0
1513,9
1514,6
1515,16
1516,0
1517,2
1518,0
1519,4
1520,2
1521,14
1522,0
1523,13
1524,7
1525,1
1526,0
1527,17
1528,23
1529,5
1530,6
1531,8
1532,2
1533,3
1534,3
1535,2
1536,13
1537,6
1538,3
1539,0
1540,13
1541,14
1542,1
1543,0
1544,5
1545,6
1546,10
1547,6
1548,18
1549,10
1550,5
1551,5
1552,0
1553,5
1554,2
1555,10
1556,0
1557,2
1558,7
1559,1
1560,1
1561,19
1562,16
1563,4
1564,13
1565,0
1566,15
1567,8
1568,14
1569,14
1570,14
1571,11
1572,7
1573,0
1574,19
1575,6
1576,14
1577,2
1578,0
1579,10
1580,10
1581,16
1582,0
1583,3
1584,12
1585,8
1586,21
1587,1
1588,5
1589,0
1590,4
1591,15
1592,1
1593,8
1594,0
1595,1
1596,1
1597,5
1598,0
1599,1
1600,1
1601,6
1602,21
1603,22
1604,2
1605,4
1606,12
1607,10
1608,0
1609,16
1610,15
1611,18
1612,4
1613,4
1614,1
1615,16
1616,13
1617,10
1618,11
1619,15
1620,1
1621,9
1622,4
1623,8
1624,1
1625,1
1626,13
1627,11
1628,2
1629,22
1630,10
1631,0
1632,0
1633,6
1634,4
1635,12
1636,1
1637,3
1638,4
1639,0
1640,10
1641,6
1642,15
1643,12
1644,3
1645,14
1646,1
1647,18
1648,3
1649,0
1650,12
1651,3
1652,1
1653,12
1654,4
1655,0
1656,6
1657,13
1658,5
1659,4
1660,2
1661,4
1662,0
1663,5
1664,3
1665,5
1666,8
1667,1
1668,6
1669,12
1670,3
1671,14
1672,13
1673,0
1674,4
1675,13
1676,9
1677,0
1678,4
1679,12
1680,1
1681,12
1682,7
1683,0
1684,6
1685,12
1686,19
1687,1
1688,19
1689,7
1690,0
1691,5
1692,2
1693,16
1694,16
1695,10
1696,8
1697,4
1698,3
1699,4
1700,9
1701,0
1702,2
1703,1
1704,13
1705,6
1706,4
1707,9
1708,10
1709,18
1710,8
1711,2
1712,1
1713,6
1714,4
1715,15
1716,8
1717,2
1718,0
1719,1
1720,0
1721,2
1722,7
1723,4
1724,1
1725,1
1726,1
1727,20
1728,2
1729,15
1730,8
1731,9
1732,0
1733,0
1734,2
1735,16
1736,2
1737,5
1738,0
1739,6
1740,21
1741,3
1742,9
1743,2
1744,2
1745,14
1746,1
1747,16
1748,10
1749,10
1750,0
1751,13
1752,3
1753,1
1754,11
1755,0
1756,2
1757,15
1758,2
1759,4
1760,2
1761,2
1762,2
1763,14
1764,13
1765,7
1766,0
1767,5
1768,0
1769,4
1770,17
1771,0
1772,11
1773,10
1774,11
1775,5
1776,10
1777,6
1778,13
1779,1
1780,3
1781,0
1782,10
1783,2
1784,1
1785,0
1786,0
1787,3
1788,4
1789,5
1790,15
1791,5
1792,5
1793,3
1794,0
1795,5
1796,1
1797,12
1798,18
1799,0
1800,0
1801,2
1802,4
1803,1
1804,7
1805,1
1806,0
1807,3
1808,10
1809,0
1810,0
1811,0
1812,9
1813,5
1814,12
1815,3
1816,4
1817,3
1818,4
1819,14
1820,9
1821,10
1822,0
1823,0
1824,5
1825,0
1826,9
1827,13
1828,4
1829,0
1830,3
1831,12
1832,21
1833,3
1834,21
1835,3
1836,3
1837,16
1838,15
1839,8
1840,5
1841,1
1842,4
1843,2
1844,3
1845,20
1846,24
1847,11
1848,4
1849,0
1850,0
1851,0
1852,10
1853,1
1854,4
1855,4
1856,16
1857,16
1858,0
1859,11
1860,1
1861,12
1862,4
1863,12
1864,1
1865,8
1866,6
1867,0
1868,3
1869,1
1870,12
1871,6
1872,4
1873,0
1874,7
1875,2
1876,5
1877,3
1878,0
1879,1
1880,0
1881,4
1882,0
1883,0
1884,0
1885,1
1886,13
1887,12
1888,0
1889,5
1890,2
1891,0
1892,1
1893,14
1894,9
1895,13
1896,9
1897,13
1898,15
1899,6
1900,0
1901,0
1902,14
1903,17
1904,15
1905,9
1906,3
1907,11
1908,10
1909,6
1910,2
1911,14
1912,2
1913,0
1914,4
1915,16
1916,2
1917,9
1918,9
1919,7
1920,0
1921,6
1922,4
1923,14
1924,2
1925,3
1926,18
1927,2
1928,12
1929,4
1930,2
1931,3
1932,13
1933,16
1934,3
1935,8
1936,4
1937,1
1938,3
1939,16
1940,4
1941,6
1942,0
1943,9
1944,10
1945,1
1946,0
1947,0
1948,13
1949,4
1950,11
1951,13
1952,6
1953,1
1954,10
1955,8
1956,4
1957,13
1958,15
1959,2
1960,13
1961,2
1962,16
1963,7
1964,25
1965,14
1966,4
1967,7
1968,12
1969,0
1970,2
1971,14
1972,3
1973,9
1974,4
1975,6
1976,8
1977,3
1978,3
1979,0
1980,12
1981,2
1982,1
1983,9
1984,0
1985,0
1986,10
1987,6
1988,0
1989,0
1990,14
1991,3
1992,14
1993,3
1994,13
1995,3
1996,9
1997,18
1998,10
1999,1
2000,6
2001,6
2002,6
2003,4
2004,1
2005,15
2006,8
2007,9
2008,0
2009,11
2010,3
2011,14
2012,14
2013,12
2014,4
2015,3
2016,15
2017,9
2018,0
2019,2
2020,0
2021,8
2022,2
2023,11
2024,16
2025,10
2026,1
2027,7
2028,15
2029,3
2030,0
2031,6
2032,6
2033,7
2034,6
2035,7
2036,0
2037,1
2038,2
2039,14
2040,1
2041,11
2042,1
2043,15
2044,5
2045,4
2046,7
2047,4
2048,0
2049,21
2050,6
2051,3
2052,7
2053,0
2054,9
2055,1
2056,1
2057,13
2058,2
2059,0
2060,12
2061,16
2062,8
2063,4
2064,5
2065,3
2066,9
2067,4
2068,4
2069,8
2070,3
2071,14
2072,1
2073,13
2074,2
2075,1
2076,13
2077,1
2078,11
2079,13
2080,6
2081,5
2082,5
2083,13
2084,0
2085,12
2086,4
2087,11
2088,10
2089,3
2090,13
2091,5
2092,2
2093,5
2094,1
2095,10
2096,0
2097,10
2098,1
2099,1
2100,4
2101,20
2102,5
2103,1
2104,3
2105,4
2106,0
2107,6
2108,1
2109,18
2110,1
2111,13
2112,12
2113,14
2114,4
2115,1
2116,0
2117,6
2118,1
2119,3
2120,2
2121,0
2122,1
2123,1
2124,15
2125,14
2126,3
2127,7
2128,0
2129,0
2130,10
2131,2
2132,2
2133,11
2134,10
2135,23
2136,12
2137,18
2138,11
2139,4
2140,0
2141,3
2142,6
2143,16
2144,15
2145,2
2146,1
2147,1
2148,0
2149,12
2150,2
2151,1
2152,14
2153,7
2154,0
2155,1
2156,2
2157,17
2158,0
2159,4
2160,1
2161,0
2162,9
2163,0
2164,21
2165,3
2166,3
2167,4
2168,0
2169,9
2170,8
2171,3
2172,0
2173,2
2174,3
2175,1
2176,2
2177,10
2178,0
2179,10
2180,0
2181,2
2182,0
2183,4
2184,3
2185,4
2186,11
2187,21
2188,1
2189,2
2190,10
2191,0
2192,16
2193,14
2194,1
2195,4
2196,3
2197,1
2198,8
2199,14
2200,1
2201,4
2202,1
2203,7
2204,13
2205,14
2206,6
2207,13
2208,12
2209,5
2210,1
2211,17
2212,6
2213,1
2214,10
2215,4
2216,5
2217,8
2218,0
2219,17
2220,1
2221,1
2222,12
2223,11
2224,0
2225,11
2226,5
2227,11
2228,16
2229,11
2230,9
2231,16
2232,11
2233,22
2234,7
2235,4
2236,16
2237,17
2238,9
2239,1
2240,15
2241,15
2242,3
2243,2
2244,6
2245,4
2246,3
2247,15
2248,14
2249,1
2250,10
2251,8
2252,1
2253,1
2254,6
2255,18
2256,16
2257,3
2258,1
2259,2
2260,18
2261,15
2262,7
2263,2
2264,0
2265,0
2266,9
2267,0
2268,16
2269,8
2270,13
2271,10
2272,0
2273,6
2274,1
2275,0
2276,3
2277,12
2278,13
2279,13
2280,3
2281,13
2282,5
2283,0
2284,0
2285,3
2286,0
2287,13
2288,8
2289,1
2290,16
2291,0
2292,13
2293,6
2294,15
2295,10
2296,2
2297,6
2298,4
2299,4
2300,2
2301,14
2302,14
2303,5
2304,1
2305,12
2306,16
2307,15
2308,6
2309,7
2310,4
2311,13
2312,8
2313,2
2314,0
2315,13
2316,16
2317,18
2318,0
2319,22
2320,10
2321,9
2322,0
2323,11
2324,1
2325,0
2326,8
2327,3
2328,1
2329,14
2330,16
2331,7
2332,2
2333,10
2334,1
2335,15
2336,4
2337,4
2338,2
2339,22
2340,0
2341,0
2342,1
2343,10
2344,2
2345,2
2346,1
2347,2
2348,14
2349,12
2350,2
2351,17
2352,11
2353,0
2354,0
2355,5
2356,1
2357,1
2358,8
2359,0
2360,8
2361,6
2362,9
2363,3
2364,1
2365,25
2366,5
2367,17
2368,21
2369,9
2370,1
2371,16
2372,7
2373,9
2374,7
2375,2
2376,8
2377,5
2378,8
2379,1
2380,18
2381,8
2382,3
2383,0
2384,5
2385,1
2386,6
2387,0
2388,9
2389,0
2390,0
2391,16
2392,11
2393,1
2394,10
2395,0
2396,0
2397,1
2398,5
2399,1
2400,4
2401,2
2402,5
2403,11
2404,1
2405,13
2406,10
2407,14
2408,17
2409,14
2410,4
2411,13
2412,22
2413,16
2414,3
2415,1
2416,1
2417,10
2418,10
2419,0
2420,9
2421,1
2422,16
2423,1
2424,8
2425,8
2426,4
2427,9
2428,1
2429,9
2430,15
2431,4
2432,13
2433,8
2434,0
2435,6
2436,15
2437,1
2438,3
2439,12
2440,0
2441,3
2442,0
2443,7
2444,6
2445,17
2446,9
2447,2
2448,13
2449,6
2450,10
2451,7
2452,20
2453,12
2454,2
2455,0
2456,3
2457,7
2458,3
2459,4
2460,1
2461,13
2462,0
2463,3
2464,1
2465,4
2466,14
2467,13
2468,0
2469,0
2470,4
2471,0
2472,4
2473,15
2474,13
2475,5
2476,2
2477,1
2478,9
2479,2
2480,4
2481,7
2482,7
2483,4
2484,13
2485,4
2486,1
2487,5
2488,12
2489,13
2490,5
2491,1
2492,5
2493,1
2494,0
2495,4
2496,10
2497,0
2498,14
2499,1
2500,3
2501,0
2502,10
2503,16
2504,10
2505,0
2506,4
2507,4
2508,12
2509,0
2510,2
2511,4
2512,2
2513,9
2514,12
2515,10
2516,0
2517,1
2518,10
2519,1
2520,1
2521,0
2522,0
2523,3
2524,0
2525,1
2526,4
2527,2
2528,11
2529,24
2530,1
2531,16
2532,1
2533,2
2534,5
2535,4
2536,14
2537,4
2538,10
2539,6
2540,11
2541,12
2542,1
2543,1
2544,8
2545,5
2546,10
2547,0
2548,21
2549,1
2550,2
2551,4
2552,14
2553,0
2554,14
2555,17
2556,14
2557,1
2558,2
2559,8
2560,0
2561,8
2562,5
2563,7
2564,1
2565,2
2566,10
2567,9
2568,13
2569,10
2570,15
2571,12
2572,6
2573,3
2574,15
2575,20
2576,1
2577,2
2578,11
2579,10
2580,16
2581,1
2582,0
2583,3
2584,4
2585,6
2586,10
2587,19
2588,5
2589,9
2590,0
2591,16
2592,1
2593,10
2594,9
2595,0
2596,4
2597,4
2598,8
2599,18
2600,18
2601,10
2602,21
2603,8
2604,1
2605,1
2606,0
2607,0
2608,3
2609,0
2610,13
2611,6
2612,10
2613,0
2614,8
2615,10
2616,4
2617,1
2618,5
2619,5
2620,11
2621,2
2622,0
2623,4
2624,1
2625,14
2626,0
2627,2
2628,15
2629,17
2630,1
2631,4
2632,2
2633,2
2634,14
2635,6
2636,13
2637,14
2638,17
2639,11
2640,24
2641,14
2642,9
2643,1
2644,10
2645,14
2646,6
2647,15
2648,4
2649,0
2650,0
2651,4
2652,2
2653,1
2654,17
2655,10
2656,10
2657,2
2658,12
2659,3
2660,2
2661,1
2662,1
2663,6
2664,3
2665,6
2666,1
2667,1
2668,5
2669,9
2670,6
2671,1
2672,0
2673,22
2674,0
2675,3
2676,12
2677,14
2678,1
2679,1
2680,3
2681,16
2682,14
2683,13
2684,6
2685,5
2686,1
2687,0
2688,0
2689,15
2690,15
2691,1
2692,13
2693,2
2694,1
2695,11
2696,13
2697,2
2698,1
2699,6
2700,4
2701,1
2702,3
2703,4
2704,2
2705,0
2706,2
2707,7
2708,12
2709,13
2710,10
2711,4
2712,16
2713,1
2714,0
2715,2
2716,5
2717,3
2718,4
2719,14
2720,7
2721,8
2722,21
2723,3
2724,3
2725,0
2726,10
2727,1
2728,1
2729,13
2730,12
2731,0
2732,1
2733,6
2734,16
2735,2
2736,2
2737,14
2738,4
2739,5
2740,4
2741,8
2742,10
2743,13
2744,1
2745,13
2746,14
2747,5
2748,10
2749,0
2750,12
2751,3
2752,1
2753,0
2754,13
2755,10
2756,16
2757,15
2758,5
2759,13
2760,0
2761,8
2762,9
2763,13
2764,3
2765,12
2766,8
2767,14
2768,18
2769,8
2770,0
2771,15
2772,14
2773,1
2774,2
2775,5
2776,16
2777,2
2778,6
2779,2
2780,11
2781,14
2782,8
2783,10
2784,24
2785,1
2786,12
2787,2
2788,18
2789,4
2790,3
2791,0
2792,8
2793,10
2794,3
2795,16
2796,15
2797,3
2798,1
2799,10
2800,0
2801,2
2802,3
2803,14
2804,5
2805,3
2806,12
2807,2
2808,5
2809,15
2810,12
2811,11
2812,16
2813,16
2814,11
2815,1
2816,6
2817,9
2818,15
2819,16
2820,0
2821,5
2822,0
2823,16
2824,4
2825,3
2826,0
2827,7
2828,10
2829,1
2830,0
2831,9
2832,6
2833,0
2834,1
2835,0
2836,2
2837,14
2838,2
2839,18
2840,2
2841,8
2842,10
2843,3
2844,8
2845,0
2846,1
2847,8
2848,8
2849,2
2850,4
2851,10
2852,4
2853,9
2854,8
2855,18
2856,2
2857,8
2858,8
2859,4
2860,4
2861,1
2862,0
2863,4
2864,1
2865,2
2866,9
2867,3
2868,18
2869,17
2870,0
2871,3
2872,0
2873,9
2874,6
2875,2
2876,1
2877,8
2878,11
2879,11
2880,13
2881,0
2882,25
2883,10
2884,17
2885,3
2886,10
2887,14
2888,11
2889,1
2890,1
2891,16
2892,8
2893,6
2894,10
2895,0
2896,18
2897,10
2898,4
2899,16
2900,6
2901,5
2902,2
2903,0
2904,4
2905,7
2906,1
2907,0
2908,14
2909,6
2910,14
2911,6
2912,5
2913,1
2914,2
2915,0
2916,2
2917,1
2918,10
2919,13
2920,11
2921,5
2922,16
2923,17
2924,0
2925,2
2926,2
2927,12
2928,14
2929,5
2930,1
2931,7
2932,8
2933,7
2934,18
2935,2
2936,10
2937,10
2938,11
2939,15
2940,9
2941,13
2942,9
2943,4
2944,0
2945,2
2946,3
2947,13
2948,3
2949,0
2950,1
2951,2
2952,15
2953,9
2954,1
2955,2
2956,2
2957,15
2958,3
2959,12
2960,16
2961,5
2962,17
2963,14
2964,9
2965,1
2966,0
2967,10
2968,6
2969,4
2970,13
2971,11
2972,14
2973,0
2974,1
2975,0
2976,0
2977,13
2978,2
2979,14
2980,1
2981,0
2982,4
2983,0
2984,1
2985,5
2986,13
2987,18
2988,2
2989,5
2990,1
2991,2
2992,12
2993,2
2994,2
2995,5
2996,17
2997,3
