,barcode,item_desc,brand_name,nature,packaging,is_primary_link,nodeid1,level1,nodeid2,level2,nodeid3,level3,nodeid4,level4
32,3339526073029,Crème dessert de brebis café Bio PECHALOU,PECHALOU,crème dessert brebis,les 2 pots de 100g,true,28127,Frais,28131,Yaourts et Desserts,28229,Yaourts,28239,Yaourts chèvre et brebis
33,3339526071100,Yaourt caramel Bio PECHALOU,PECHALOU,yaourt,les 4 pots de 125g,true,28127,Frais,28131,Yaourts et Desserts,28229,Yaourts,28236,Yaourts aux fruits et arômatisés
34,3760075290023,Reblochon de Savoie bio AOP ,CAPT ET FILS,reblochon,le fromage de 450 g,true,28127,Frais,28130,Fromages à cuisiner et Raclette,28289,"Raclette, Tartiflette et Fondue",28316,Tartiflette
35,3237051002159,Saint-Marcellin bio IGP ETOILE DU VERCORS,L'ETOILE DU VERCORS,saint-marcellin,les 3 fromages - 240 g,true,28127,Frais,28129,Fromages à déguster,28281,Fromages de caractère,,
36,3173980040858,Lait Demi-Ecreme Bio Stérilisé UHT VERNEUIL,VERNEUIL,lait,la brique de 1 l,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28145,Lait demi-écrémé
37,3181550000270,Boisson bio café CACOLAC,CACOLAC,boisson lacté,le pack de 4 bouteilles de 20cL,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28148,Lait aromatisé
38,3523230047616,Crème fraîche épaisse 30% MG BIO NAT',LES 300 & BIO,crème frais,le pot de 20 cl,true,28127,Frais,28128,Crèmerie,28139,Crèmes et Chantilly,28140,Crèmes épaisses
39,3254550018832,Crème fraîche bio ISIGNY SAINTE MERE,ISIGNY,crème frais,le pot de 20 cL,true,28127,Frais,28128,Crèmerie,28139,Crèmes et Chantilly,28140,Crèmes épaisses
40,3451790013782,Créme Fluide Bio Légère ELLE & VIRE,ELLE & VIRE,créme,les 2 bouteilles de 25cl,true,28127,Frais,28128,Crèmerie,28139,Crèmes et Chantilly,28141,Crèmes fluides
41,3451790013768,Créme Entière Fluide Bio ELLE & VIRE,ELLE & VIRE,créme,les 2 bouteilles de 25cL,true,28127,Frais,28128,Crèmerie,28139,Crèmes et Chantilly,28141,Crèmes fluides
42,3155251208716,Crème liquide fluide légère bio BRIDELICE,BRIDELICE,crème liquide,les 3 briques de 20 cL,true,28127,Frais,28128,Crèmerie,28139,Crèmes et Chantilly,28141,Crèmes fluides
43,3366321052355,Margarine Doux Bio Sans Huile de Palme 100% Végétal ST HUBERT BIO,ST HUBERT,margarine,la plaquette de 490g,true,28127,Frais,28128,Crèmerie,28138,Margarines et Matières grasses,,
44,3366321052362,Margarine Doux Bio Sans Huile de Palme 100% Végétal Oméga 3 ST HUBERT,ST HUBERT,margarine,la barquette de 240g,true,28127,Frais,28128,Crèmerie,28138,Margarines et Matières grasses,,
45,8719200021402,Margarine Demi-sel Bio Sans Huile de Palme 100% Végétal FRUIT D'OR,FRUIT D'OR,margarine,la plaquette de 375g,true,28127,Frais,28128,Crèmerie,28138,Margarines et Matières grasses,,
46,3273050302838,Œuf Bio COCORETTE,COCORETTE,œufs,la boite de 10,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
47,104191213208,Œuf Bio REFS.SANS MARQUE,LA PLUME BLANCHE,œufs,la boite de 10,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
48,3309730191215,Œufs Bio Calibre Gros ,LA PLUME BLANCHE,œufs,la boite de 6,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
49,3282071680016,Œufs Bio de Plein Air Sans OGM MATINES,MATINES,œufs,la boite de 12,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
50,3273020000252,Œufs Bio de Plein Air Calibre Moyen ,CORSOEUF,œufs,la boite de 10,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
51,3282078402215,Œufs Bio de Plein Air Sans OGM MATINES,MATINES,œufs,la boite de 6,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
52,3760150111892,Œufs Bio Sans OGM LA NOUVELLE AGRICULTURE,LNA,œufs,la boite de 10,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
53,3760214348165,Œufs Bio ,REFS.SANS MARQUE,œufs,la boite de 6,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
54,3251320020637,Œufs Bio Calibre Moyen Sans-Antibiotique LOUE,LOUE,œufs,la boite de 6,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
55,3435760753106,Œufs Bio LES OEUFS D'ERWAN,LES OEUFS D ERWAN,œufs,la boite de 10,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
56,3770008615083,Œufs Bio de Plein Air POULE HOUSE,POULE HOUSE,œufs,la boite de 6,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
57,3270190021179,Œufs Bio de Plein Air Calibre Moyen CARREFOUR BIO,CARREFOUR BIO,œufs,la boite de 6 ,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
58,3760150111588,Œufs bio plein air LUSTUCRU,LUSTUCRU,œufs,la boite de 12,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
59,3282070090090,Œufs Bio de Plein Air Sans OGM MAS D'AUGE,MAS D'AUGE,œufs,la boite de 6,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
60,3300755373105,Œufs Bio de Plein Air Calibre Gros ,SARL ROUSSILLON OEUF,œufs,la boite de 10,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
61,3251320020422,Œuf gros Bio LOUE,LOUE,œufs,la boite de 4,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
62,3414280450108,Œufs Bio de Plein Air L'OEUFS DE NOS VILLA,L'OEUFS DE NOS VILLA,œufs,la boite de 10,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
63,3282620138043,Œuf de poules plein air Bio BABY COQUE,BABY COQUE,œufs,la boite de 9,true,28127,Frais,28128,Crèmerie,28143,Œufs,28227,Oeufs bio
64,3700468700210,Oeufs bio ,GAEC DU VEND OUEST,oeuf,la boite de 6,true,28127,Frais,28128,Crèmerie,28143,Œufs,28228,Oeufs standards
65,3428200303863,Lait Demi-Ecreme Bio Pasteurisé de Bretagne Bridel,BRIDEL,lait,la bouteille d'1L,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28150,Lait frais
66,3428272970178,Lait Entier Bio LACTEL,LACTEL,lait,le pack de 6 bouteilles d'1L,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28147,Lait entier
67,3428272170011,Lait Bio Sans Lactose 0% Mat.Gr. MATIN LEGER,MATIN LEGER,lait,la bouteille de 1l,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28146,Lait écrémé
68,3428274190284,Lait Demi-Ecreme Bio LACTEL,LACTEL,lait,le pack de 8 bouteilles de 1L,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28145,Lait demi-écrémé
69,3428273140099,Lait Ecreme Bio 0% Mat.Gr. LACTEL,LACTEL,lait,le pack de 8 bouteilles d'1L,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28146,Lait écrémé
70,3428273080029,Lait Ecreme Bio Sans OGM 0% Mat.Gr. LACTEL,LACTEL,lait,le pack de 6 bouteilles de 50cL,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28146,Lait écrémé
71,3428272100063,Lait Ecreme Bio 0% Mat.Gr. LACTEL,LACTEL,lait,le pack de 8 bouteilles d'1L,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28146,Lait écrémé
72,3428274050120,Lait Demi-Ecreme Bio Sans OGM LACTEL,LACTEL,lait,la pack de 6 bouteilles de 25cl,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28145,Lait demi-écrémé
73,3428273190186,Lait demi-écrémé Bio LACTEL,LACTEL,lait,le pack de 8 bouteilles de 1L,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28145,Lait demi-écrémé
74,3428272110024,Lait Bio Sans Lactose LACTEL,MATIN LEGER,lait,le pack de 6 bouteilles d'1L,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28145,Lait demi-écrémé
75,3428271980048,Lait Demi-Ecreme Bio Sans OGM LACTEL,LACTEL,lait,le pack de 6 bouteilles de 50cL,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28145,Lait demi-écrémé
76,3428274080028,Lait Demi-Ecreme Bio LACTEL BIO,LACTEL,lait,le pack de 6 bouteilles de 1l,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28145,Lait demi-écrémé
77,3428274170064,Boisson lactée bio chocolat LACTEL,LACTEL,boisson lacté,le pack de 3 bouteilles de 20 cL,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28148,Lait aromatisé
78,3533630097234,Boisson lactée à la  fraise Bio CANDY'UP,CANDY'UP,boisson lacté,le pack de 4 briques de 20cl,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28148,Lait aromatisé
79,3252920015580,Beurre Doux Bio de Baratte Grand cru LE GALL,LE GALL,beurre,la plaquette de 250 g ,true,28127,Frais,28128,Crèmerie,28135,Beurres,28136,Beurres doux
80,3451790013799,Beurre Doux Bio ELLE & VIRE,ELLE & VIRE,beurre,la plaquette de 200g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28136,Beurres doux
81,3700342357110,Beurre bio doux C'EST QUI LE PATRON ?!,PREMIERS PRIX AVEC**,beurre,la plaquette de 250g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28136,Beurres doux
82,3254550021658,Beurre Doux Bio de Normandie ISIGNY STE MERE,ISIGNY,beurre,la plaquette de 250g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28136,Beurres doux
83,3560071244095,Beurre Doux Bio Moulé CARREFOUR BIO,CARREFOUR BIO,beurre,la barquette de 500g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28136,Beurres doux
84,3523230020923,Beurre Doux Bio Moulé GRAND FERMAGE,GRAND FERMAGE,beurre,la plaquette de 125 g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28136,Beurres doux
85,3155251207566,Beurre Doux Bio Moulé Président,PRESIDENT,beurre,le beurre de 250g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28136,Beurres doux
86,3252920015108,Beurre Doux Bio de Baratte LE GALL,LE GALL,beurre,le beurrier de 250 g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28136,Beurres doux
87,3270190025801,Beurre Demi-sel Bio CARREFOUR BIO,CARREFOUR BIO,beurre,la plaquette de 250g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28137,Beurres demi-sel
88,3523230029315,Beurre Demi-sel Bio Aux Cristaux de Sel de Mer de Noirmoutier GRAND FERMAGE,GRAND FERMAGE,beurre,la plaquette de 250 g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28137,Beurres demi-sel
89,3155251207559,Beurre Demi-sel Bio Moulé PRESIDENT,PRESIDENT,beurre,le beurre de 250g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28137,Beurres demi-sel
90,3451790013805,Beurre demi-sel Bio ELLE & VIRE,ELLE & VIRE,beurre,la plaquette de 200g,true,28127,Frais,28128,Crèmerie,28135,Beurres,28137,Beurres demi-sel
91,3560071181437,Créme Fraiche Bio Epaisse de Normandie 38% Mat.Gr. CARREFOUR BIO,CARREFOUR BIO,créme fraiche,le pot de 20cL,true,28127,Frais,28128,Crèmerie,28139,Crèmes et Chantilly,28140,Crèmes épaisses
92,3252920035557,Créme Bio Fleurette A Froid ou A Chaud LE GALL,LE GALL,créme fraiche,la bouteille de 25 cl,true,28127,Frais,28128,Crèmerie,28139,Crèmes et Chantilly,28140,Crèmes épaisses
93,3451790013744,Créme Bio Epaisse Légère ELLE & VIRE,ELLE & VIRE,créme,la poche de 328g,true,28127,Frais,28128,Crèmerie,28139,Crèmes et Chantilly,28140,Crèmes épaisses
94,3533631567002,Lait Frais Entier Bio de Montagne CANDIA,GRANDLAIT,lait,la bouteille de 1 l,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28150,Lait frais
95,3428271100088,Lait Entier Bio Sans OGM LACTEL,LACTEL,lait,la bouteille de 50 cl,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28147,Lait entier
96,3428273080012,Lait Ecreme Bio Sans OGM 0% Mat.Gr. LACTEL,LACTEL,lait,la bouteille de 50 cl,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28146,Lait écrémé
97,3428272970147,Lait Ecreme Bio Sans OGM 0% Mat.Gr. LACTEL,LACTEL,lait,la bouteille de 1 l,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28146,Lait écrémé
98,3700819800149,Lait Demi-Ecreme Bio Stérilisé UHT FAIREFRANCE,FAIREFRANCE,lait,la bouteille d'1L,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28145,Lait demi-écrémé
99,3428272950057,Lait Demi-Ecreme Bio Sans OGM LACTEL,LACTEL,lait,la bouteille de 1 l,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28145,Lait demi-écrémé
100,3270190025337,Lait Demi-Ecreme Bio Stérilisé UHT CARREFOUR BIO,CARREFOUR BIO,lait,la bouteille d'1L,true,28127,Frais,28128,Crèmerie,28144,Laits et Boissons végétales,28145,Lait demi-écrémé
101,3229820800264,Boisson végétal riz noisette ,BJORG,,la brique de 1L,true,28127,Frais,28708,Végétal,28710,Boissons végétales,28718,Boisson végétale riz
102,3228024120161,Camembert au lait de vache ,PP NO NAME,camembert,le fromage de 250g,true,28127,Frais,28129,Fromages à déguster,28278,"Camemberts, Coulommiers et Bries",28304,Camemberts
103,3275240411023,Camembert bio au lait entier BONS MAYENNAIS,BONS MAYENNAIS,camembert,le camembert de 250 g,true,28127,Frais,28129,Fromages à déguster,28278,"Camemberts, Coulommiers et Bries",28304,Camemberts
104,3523230051231,Camembert Bio LES 300 & BIO,LES 300 & BIO,camembert,la boite de 275 g,true,28127,Frais,28129,Fromages à déguster,28278,"Camemberts, Coulommiers et Bries",28304,Camemberts
105,3228024180028,Camembert bio PRESIDENT,PRESIDENT,camembert,la boite de 250g,true,28127,Frais,28129,Fromages à déguster,28278,"Camemberts, Coulommiers et Bries",28304,Camemberts
106,3267031600105,Camembert bio  GILLOT,GILLOT,camembert,la boite de 250 g,true,28127,Frais,28129,Fromages à déguster,28278,"Camemberts, Coulommiers et Bries",28304,Camemberts
107,3252950006640,Camembert Bio 23% MG E. GRAINDORGE,GRAIN D'ORGE,camembert,la boite de 250g,true,28127,Frais,28129,Fromages à déguster,28278,"Camemberts, Coulommiers et Bries",28304,Camemberts
108,3560070607877,Coulommiers bio CARREFOUR BIO,CARREFOUR BIO,coulommiers,la boite de 350g,true,28127,Frais,28129,Fromages à déguster,28278,"Camemberts, Coulommiers et Bries",28305,Couloummiers
109,3560071048785,Fromage bio pointe de brie CARREFOUR BIO,CARREFOUR BIO,fromage,le fromage de 200g,true,28127,Frais,28129,Fromages à déguster,28278,"Camemberts, Coulommiers et Bries",28306,Bries
110,3090291122106,Fromage Bio VIEUX PANE,LE VIEUX PANE,fromage,la boite de 180g,true,28127,Frais,28129,Fromages à déguster,28281,Fromages de caractère,,
111,3523230051330,Fromage au lait de vache Bio LES 300 & BIO,LES 300 & BIO,fromage,le fromage de 170g,true,28127,Frais,28129,Fromages à déguster,28281,Fromages de caractère,,
112,3272320012897,Mini fromage bio  L'ORTOLAN,L'ORTOLAN,fromage,les 8 portions de 30 g,true,28127,Frais,28129,Fromages à déguster,28278,"Camemberts, Coulommiers et Bries",28557,Spécialités crémeuses
113,3560071048815,Fromage La Brique CARREFOUR BIO,CARREFOUR BIO,fromage,la boite de 180 g,true,28127,Frais,28129,Fromages à déguster,28278,"Camemberts, Coulommiers et Bries",28557,Spécialités crémeuses
114,3560071008314,Fromage bio bleu d'Auvergne CARREFOUR BIO,CARREFOUR BIO,fromage,"le fromage de 0,125kg",true,28127,Frais,28129,Fromages à déguster,28280,Roqueforts et Bleus,28310,Bleus
115,3023260028710,Roquefort AOP Bio  SOCIETE,SOCIETE,roquefort,la barquette de 100 g,true,28127,Frais,28129,Fromages à déguster,28280,Roqueforts et Bleus,28309,Roqueforts
116,3560070531271,Fromage de chèvre bio à tartiner CARREFOUR BIO,CARREFOUR BIO,fromage chèvre,la boîte de 125g,true,28127,Frais,28129,Fromages à déguster,28279,Chèvre et Brebis,28307,Chèvre
117,3560070541485,Fromage de chèvre bio cendré CARREFOUR BIO,CARREFOUR BIO,fromage chèvre,la barquette de 180g,true,28127,Frais,28129,Fromages à déguster,28279,Chèvre et Brebis,28307,Chèvre
118,3273220541883,Fromage affiné au lait de chèvre bio VRAI,VRAI,fromage,le fromage de 140g,true,28127,Frais,28129,Fromages à déguster,28279,Chèvre et Brebis,28307,Chèvre
119,3560070395699,Crottins de chèvre bio CARREFOUR BIO,CARREFOUR BIO,crottin chèvre,les 2 fromages de 60g,true,28127,Frais,28129,Fromages à déguster,28279,Chèvre et Brebis,28307,Chèvre
120,3023260031734,Brique de brebis Bio LOU PERAC,LOU PERAC,brique brebis,le barquette de 150g,true,28127,Frais,28129,Fromages à déguster,28279,Chèvre et Brebis,28308,Brebis
121,3273220541869,Fromage Affiné lait de brebis bio VRAI,VRAI,fromage brebis,le fromage de 140 g,true,28127,Frais,28129,Fromages à déguster,28279,Chèvre et Brebis,28308,Brebis
122,3073781126426,Fromage de brebis Bio MARGOT,LE FROMAGE DE MARGOT,fromage brebis,le pot de 125g,true,28127,Frais,28129,Fromages à déguster,28279,Chèvre et Brebis,28308,Brebis
123,3222110030990,Fromage bio de brebis BREBIOU,LE BREBIOU,fromage brebis,le fromage de 180g,true,28127,Frais,28129,Fromages à déguster,28279,Chèvre et Brebis,28308,Brebis
124,8002503231921,Parmesan bio pétales AMBROSI,AMBROSI,parmesan,le sachet de 80 g,true,28127,Frais,28129,Fromages à déguster,28277,"Emmental, Comté et Gouda",28298,Emmental
125,3560071082000,Emmental bio  CARREFOUR BIO,CARREFOUR BIO,emmental,le paquet de 200g,true,28127,Frais,28129,Fromages à déguster,28277,"Emmental, Comté et Gouda",28298,Emmental
126,3560071224660,Comté bio CARREFOUR BIO,CARREFOUR BIO,comté,le fromage de 200g,true,28127,Frais,28129,Fromages à déguster,28277,"Emmental, Comté et Gouda",28299,Comté
127,3560070926671,Comté au lait cru de vache AOP bio CARREFOUR BIO,CARREFOUR BIO,comté,le sachet de 200g,true,28127,Frais,28129,Fromages à déguster,28277,"Emmental, Comté et Gouda",28299,Comté
128,5060107460041,Fromage bio Organic Cheddar Vintage GODMINSTER,WYKE FARMS,fromage,le fromage de 200 g,true,28127,Frais,28129,Fromages à déguster,28277,"Emmental, Comté et Gouda",28303,Cheddar
129,3560071048877,Morbier au lait cru CARREFOUR BIO,CARREFOUR BIO,morbier,la barquette de 200 g,true,28127,Frais,28129,Fromages à déguster,28281,Fromages de caractère,,
130,3481300334137,Cheddar Bio BIONATURE,BIONATURE,cheddar,la barquette de 180g,true,28127,Frais,28129,Fromages à déguster,28277,"Emmental, Comté et Gouda",28303,Cheddar
131,3123930671311,Emmental Bio ENTREMONT,ENTREMONT,emmental,la barquette de 8 tranches - 120g,true,28127,Frais,28129,Fromages à déguster,28277,"Emmental, Comté et Gouda",28298,Emmental
132,3254550032272,Fromage bio mimolette ISIGNY STE MERE,ISIGNY,fromage,la part de 200 g,true,28127,Frais,28129,Fromages à déguster,28277,"Emmental, Comté et Gouda",28302,Mimolette
133,3560070966127,Saint-Marcellin IGP CARREFOUR BIO,CARREFOUR BIO,saint-marcellin,le fromage de 80g,true,28127,Frais,28129,Fromages à déguster,28281,Fromages de caractère,,
134,3270190209904,Roquefort bio AOP CARREFOUR BIO,CARREFOUR BIO,roquefort,la barquette de 100g,true,28127,Frais,28129,Fromages à déguster,28280,Roqueforts et Bleus,28309,Roqueforts
135,3560070541546,Fromage frais bio de chèvre CARREFOUR BIO,CARREFOUR BIO,fromage,le fromage de 150g,true,28127,Frais,28129,Fromages à déguster,28279,Chèvre et Brebis,28307,Chèvre
136,3272770014168,Fromage frais nature Bio SAINT MORET,ST MORET,fromage,la barquette de 150g,true,28127,Frais,28130,Fromages à cuisiner et Raclette,28288,Fromages à tartiner,,
137,3073781114508,Fromage à tartiner nature Bio FROMAGE DE MARGOT,LE FROMAGE DE MARGOT,fromage,le pot de 125g,true,28127,Frais,28130,Fromages à cuisiner et Raclette,28288,Fromages à tartiner,,
138,3576560008000,Fromage à tartiner/poivre 5 baies SOJABIO,SOJABIO,fromage,la boite de 125 g,true,28127,Frais,28130,Fromages à cuisiner et Raclette,28288,Fromages à tartiner,,
139,3576560003005,Fromage à tartiner ciboulette/échalote sans gluten SOJABIO,SOJABIO,fromage,le pot de 125g,true,28127,Frais,28130,Fromages à cuisiner et Raclette,28288,Fromages à tartiner,,
140,3576560004002,Spécialité à tartiner bio cumin SOJABIO,SOJABIO,spécialité tartiner,la boite de 125 g,true,28127,Frais,28130,Fromages à cuisiner et Raclette,28288,Fromages à tartiner,,
